provider,api_title,doc_url,category,source_field,enum_value,value_order,service_tier,detail_parse_status
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,aspectRatio,1:1,1,unknown,parsed_html
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,aspectRatio,16:9,2,unknown,parsed_html
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,aspectRatio,9:16,3,unknown,parsed_html
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵文生视频3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766709.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,duration,10,1,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,duration,15,2,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,aspectRatio,9:16,1,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,aspectRatio,16:9,2,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,__task_status,QUEUED,1,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,__task_status,RUNNING,2,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,__task_status,SUCCESS,3,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766710.md,Video,__task_status,FAILED,4,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,duration,15,1,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,duration,25,2,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,aspectRatio,9:16,1,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,aspectRatio,16:9,2,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,__task_status,QUEUED,1,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,__task_status,RUNNING,2,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,__task_status,SUCCESS,3,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-pro-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766711.md,Video,__task_status,FAILED,4,low_cost_channel,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,size,720x1280,1,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,size,1280x720,2,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,duration,4,1,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,duration,8,2,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,duration,12,3,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频S-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766712.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,aspectRatio,2:3,1,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,aspectRatio,3:2,2,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,aspectRatio,1:1,3,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,resolution,720P,1,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,resolution,1080P,2,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,duration,6s,1,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,duration,10s,2,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,duration,15s,3,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,__task_status,QUEUED,1,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,__task_status,RUNNING,2,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,__task_status,SUCCESS,3,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766713.md,Video,__task_status,FAILED,4,low_cost_channel,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,aspectRatio,16:9,1,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,aspectRatio,9:16,2,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,aspectRatio,1:1,3,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,resolution,720p,1,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,resolution,480p,2,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,duration,6,1,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,duration,10,2,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频X-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766714.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,aspectRatio,16:9,1,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,aspectRatio,9:16,2,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,resolution,720p,1,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,resolution,1080p,2,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,resolution,4k,3,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,__task_status,QUEUED,1,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,__task_status,RUNNING,2,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,__task_status,SUCCESS,3,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766715.md,Video,__task_status,FAILED,4,low_cost_channel,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,aspectRatio,16:9,1,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,aspectRatio,9:16,2,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,duration,4,1,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,duration,6,2,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,duration,8,3,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,resolution,720p,1,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,resolution,1080p,2,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,resolution,4k,3,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频V3.1-pro-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766716.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,全能视频V3.1-fast-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766717.md,Video,resolution,720p,1,official_stable,parsed_html
runninghub,全能视频V3.1-fast-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766717.md,Video,resolution,1080p,2,official_stable,parsed_html
runninghub,全能视频V3.1-fast-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766717.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频V3.1-fast-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766717.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频V3.1-fast-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766717.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频V3.1-fast-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766717.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,全能视频V3.1-pro-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766718.md,Video,resolution,720p,1,official_stable,parsed_html
runninghub,全能视频V3.1-pro-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766718.md,Video,resolution,1080p,2,official_stable,parsed_html
runninghub,全能视频V3.1-pro-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766718.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频V3.1-pro-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766718.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频V3.1-pro-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766718.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频V3.1-pro-视频扩展-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766718.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,aspectRatio,16:9,1,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,aspectRatio,9:16,2,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,resolution,720p,1,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,resolution,1080p,2,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,resolution,4k,3,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,__task_status,QUEUED,1,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,__task_status,RUNNING,2,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,__task_status,SUCCESS,3,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766719.md,Video,__task_status,FAILED,4,low_cost_channel,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,aspectRatio,16:9,1,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,aspectRatio,9:16,2,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,duration,4,1,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,duration,6,2,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,duration,8,3,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,resolution,720p,1,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,resolution,1080p,2,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,resolution,4k,3,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频V3.1-fast-文生视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766720.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,可灵视频编辑o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766721.md,Video,mode,std,1,unknown,parsed_html
runninghub,可灵视频编辑o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766721.md,Video,mode,pro,2,unknown,parsed_html
runninghub,可灵视频编辑o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766721.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵视频编辑o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766721.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵视频编辑o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766721.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵视频编辑o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766721.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,全能视频X-编辑视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766722.md,Video,resolution,720p,1,official_stable,parsed_html
runninghub,全能视频X-编辑视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766722.md,Video,resolution,480p,2,official_stable,parsed_html
runninghub,全能视频X-编辑视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766722.md,Video,__task_status,QUEUED,1,official_stable,parsed_html
runninghub,全能视频X-编辑视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766722.md,Video,__task_status,RUNNING,2,official_stable,parsed_html
runninghub,全能视频X-编辑视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766722.md,Video,__task_status,SUCCESS,3,official_stable,parsed_html
runninghub,全能视频X-编辑视频-官方稳定版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766722.md,Video,__task_status,FAILED,4,official_stable,parsed_html
runninghub,kling-video-o3-std/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096747.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,kling-video-o3-std/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096747.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,kling-video-o3-std/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096747.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,kling-video-o3-std/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096747.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,kling-video-o3-pro/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096748.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,kling-video-o3-pro/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096748.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,kling-video-o3-pro/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096748.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,kling-video-o3-pro/video-edit,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096748.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,可灵动作控制V3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096742.md,Video,characterOrientation,image,1,unknown,parsed_html
runninghub,可灵动作控制V3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096742.md,Video,characterOrientation,video,2,unknown,parsed_html
runninghub,可灵动作控制V3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096742.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵动作控制V3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096742.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵动作控制V3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096742.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵动作控制V3.0-std,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096742.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,characterOrientation,image,1,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,characterOrientation,video,2,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,keepOriginalSound,yes,1,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,keepOriginalSound,no,2,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,kling-v2.6-std-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766723.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,可灵动作控制V3.0-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096743.md,Video,characterOrientation,image,1,unknown,parsed_html
runninghub,可灵动作控制V3.0-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096743.md,Video,characterOrientation,video,2,unknown,parsed_html
runninghub,可灵动作控制V3.0-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096743.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵动作控制V3.0-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096743.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵动作控制V3.0-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096743.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵动作控制V3.0-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096743.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,characterOrientation,image,1,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,characterOrientation,video,2,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,keepOriginalSound,yes,1,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,keepOriginalSound,no,2,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,kling-v2.6-pro-动作控制,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766724.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,即梦/动作模仿2.0,https://www.runninghub.cn/runninghub-api-doc-cn/api-428583617.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,即梦/动作模仿2.0,https://www.runninghub.cn/runninghub-api-doc-cn/api-428583617.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,即梦/动作模仿2.0,https://www.runninghub.cn/runninghub-api-doc-cn/api-428583617.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,即梦/动作模仿2.0,https://www.runninghub.cn/runninghub-api-doc-cn/api-428583617.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,全能视频S-角色上传-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766725.md,Video,__task_status,QUEUED,1,low_cost_channel,parsed_html
runninghub,全能视频S-角色上传-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766725.md,Video,__task_status,RUNNING,2,low_cost_channel,parsed_html
runninghub,全能视频S-角色上传-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766725.md,Video,__task_status,SUCCESS,3,low_cost_channel,parsed_html
runninghub,全能视频S-角色上传-低价渠道版,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766725.md,Video,__task_status,FAILED,4,low_cost_channel,parsed_html
runninghub,混元文生3D模型v3.1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766726.md,3D,generateType,Normal,1,unknown,parsed_html
runninghub,混元文生3D模型v3.1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766726.md,3D,generateType,Geometry,2,unknown,parsed_html
